items,quantities,unit_utilities
nuts|dinner,1.5|3.3,5.58|3.11
hummus|butter,1.2|3.2,4.3|5.07
cookies|cake,3.4|4.6,4.83|2.93
ham|cereal|toothpaste|berries|sugar,1.6|4.3|3.8|3.7|3.1,6.41|6.36|8.78|7.02|6.86
paper_towels|dessert|croissant|pork,1.3|3.5|1.5|2.8,4.14|3.25|3.13|7.08
pizza|chocolate|chicken|pasta,3.0|3.7|3.3|2.2,5.42|2.74|9.91|4.99
juice|cookies|pork|tea,3.3|2.4|2.7|1.1,9.84|3.13|10.83|1.44
berries|turkey_slices,3.8|1.0,9.33|4.48
cake|salami|banana,3.7|1.1|3.7,4.0|7.92|2.14
pasta|chicken|bagel,3.4|2.5|1.1,5.26|8.13|4.18
tea|vinegar,4.4|3.7,3.72|4.09
chocolate|bread|carrot|oil,3.3|1.1|4.8|3.1,6.06|5.56|3.78|7.43
hummus|potato|vinegar,4.8|1.9|1.4,7.12|3.19|3.26
croissant|olives|soap|salmon,4.7|3.7|2.9|4.1,4.59|7.77|6.93|14.54
detergent|hummus|turkey_slices,1.5|3.6|1.4,4.09|6.6|9.4
cake|tuna|banana|cream,1.1|2.3|1.9|4.9,4.12|11.08|1.37|3.2
chips|vegetables|nuts,3.6|4.4|4.1,4.98|4.33|2.33
detergent|paper_towels,3.9|4.6,4.55|5.31
bagel|beef|beer,1.7|1.5|4.9,1.8|8.74|11.51
chicken|cream,2.3|4.8,6.56|5.58
pork|soap,3.2|2.0,14.93|6.22
hummus|potato,3.7|1.9,7.2|1.14
cereal|lettuce,4.2|1.1,1.69|3.98
vegetables|salt|flour|cream|tea,1.5|2.2|3.3|2.9|5.0,5.23|3.89|6.22|6.15|10.23
flour|turkey|muffin|vegetables|bread,2.8|2.3|3.5|4.6|3.0,4.45|11.4|2.66|8.01|2.99
apple|wine|juice|sugar|butter,4.9|4.0|3.9|2.3|3.2,2.55|6.86|6.5|4.28|6.82
soda|berries|shampoo,2.6|4.1|4.7,6.27|3.83|11.42
dinner|salmon|olives|yogurt|pasta,2.8|2.9|2.1|2.3|1.4,9.43|5.05|8.41|7.84|1.65
tomato|dinner,2.9|1.5,2.75|4.64
banana|salami,3.7|2.0,2.01|5.98
pasta|salt|tea,1.0|1.9|2.6,7.22|3.03|4.64
juice|pretzels|pasta|dinner|vinegar,1.0|2.8|2.1|1.8|4.0,5.06|2.75|2.7|4.14|1.6
ice_cream|pizza|cereal|milk,4.6|3.0|4.9|1.2,6.69|3.07|1.79|2.65
cheese|salami|cake|salmon,1.8|3.1|4.1|4.6,2.92|7.07|5.57|10.44
vinegar|dinner|water|olives,4.0|4.4|4.6|4.1,2.86|7.46|1.48|9.32
nuts|salami|milk|yogurt,2.3|2.5|2.1|2.7,6.51|9.45|7.6|7.14
vinegar|croissant|sugar|soap|olives,1.7|3.3|2.4|3.3|1.2,6.69|3.55|1.63|6.19|9.9
soda|bagel|oil|croissant,1.3|4.6|3.8|4.6,7.52|1.83|4.25|4.95
potato|toilet_paper|cheese,1.5|2.4|1.1,1.8|3.9|5.36
bagel|berries|tea|vegetables|water,4.4|3.5|1.5|3.8|3.3,2.47|5.58|2.61|5.99|9.18
paper_towels|orange|pasta,2.4|2.6|4.4,4.92|2.2|2.36
toothpaste|potato|dinner|vegetables,2.1|3.8|2.9|3.0,4.86|3.12|5.28|7.16
pork|turkey|sugar|potato|wine,2.7|2.0|2.4|4.9|3.5,14.35|11.38|3.8|3.35|2.69
chocolate|vegetables,3.0|1.2,2.59|4.67
pretzels|berries|beer|beef|muffin,4.6|1.5|3.9|2.9|2.6,2.8|4.67|1.23|11.45|4.89
turkey|candy|toothpaste|cream|salmon,3.7|4.0|2.3|1.3|3.0,13.62|5.44|10.01|5.88|6.27
nuts|cookies|shampoo|coffee,1.2|3.7|1.5|4.7,6.76|2.38|4.19|1.57
butter|vegetables|salmon,3.4|3.5|3.7,7.88|4.28|10.13
detergent|muffin|beef|dessert|ice_cream,2.3|4.1|3.3|1.8|1.1,7.68|4.24|8.77|4.27|5.63
muffin|dessert|tea,3.7|4.7|4.4,2.99|8.61|1.73
flour|salami|sugar|dessert,3.8|1.4|2.9|1.1,7.22|9.56|7.64|6.52
sugar|lettuce|cheese,3.4|2.4|2.4,7.73|3.01|7.48
oil|tea|coffee,2.9|2.8|1.8,7.67|7.45|7.15
pretzels|croissant,2.3|3.7,4.99|1.88
pasta|butter,2.5|4.2,4.36|4.91
cheese|milk|ice_cream,3.2|3.1|3.2,3.76|5.66|7.61
shampoo|cheese,1.4|1.3,8.32|4.41
cheese|toothpaste|candy,3.4|3.5|4.3,2.9|4.42|3.67
turkey_slices|salt|apple,1.9|1.2|3.1,9.26|5.25|1.08
candy|chocolate|tea,3.7|1.2|2.0,4.45|5.54|3.75
onion|salami|flour,2.8|4.2|3.4,1.75|5.81|4.15
bagel|salt|onion|tomato|pretzels,3.0|2.0|3.2|1.3|2.2,4.35|7.79|2.51|3.25|4.88
pretzels|tea|apple|oil|hummus,4.1|3.1|1.8|1.2|4.6,4.59|1.97|3.44|5.21|5.81
bread|shampoo,3.3|3.2,2.96|11.87
chocolate|beer|nuts|wine|soap,1.4|2.8|2.9|2.0|4.0,6.11|2.91|2.15|3.9|5.4
orange|vinegar|chocolate|cheese,1.9|1.9|1.1|3.8,1.73|2.0|2.16|6.27
vinegar|flour|pretzels|sugar,5.0|3.6|2.3|1.4,7.61|7.31|2.16|5.55
pork|chicken|butter,2.6|2.9|4.6,9.9|13.39|3.19
butter|vinegar|coffee|cream|onion,3.1|1.3|3.2|2.5|2.8,7.84|1.74|3.04|3.41|2.91
dessert|turkey_slices|chocolate|milk,2.6|4.1|1.1|4.5,4.31|5.0|2.68|2.51
flour|bread|onion,1.6|3.3|4.9,7.78|5.53|2.36
ham|rice,3.9|2.9,4.34|3.85
milk|juice|toilet_paper|olives|coffee,1.4|1.5|2.2|2.0|3.4,4.89|11.24|8.44|4.35|5.14
apple|dessert|dinner,3.3|4.6|4.9,2.39|8.89|4.01
shampoo|cheese|olives,3.3|3.5|4.1,6.4|7.05|7.73
chicken|orange,1.5|4.4,8.62|2.07
hummus|toothpaste|beef|cake,1.1|1.3|3.0|4.2,7.92|7.2|10.73|2.2
sugar|tomato|water,3.9|1.8|3.4,6.98|1.56|8.48
milk|turkey_slices|chips|water|pizza,4.9|4.5|4.4|3.1|2.0,3.72|9.91|5.58|2.18|6.28
olives|hummus|pretzels|vegetables,2.0|1.9|3.4|2.4,5.98|6.22|2.2|3.59
paper_towels|lettuce|coffee,3.4|2.4|2.7,5.64|3.93|1.91
tuna|detergent|salt|potato|salmon,1.7|2.8|1.8|3.4|2.0,11.81|5.41|4.95|1.25|11.19
toilet_paper|turkey,3.4|4.2,3.79|14.78
croissant|olives|turkey_slices,1.5|1.7|2.3,5.46|4.74|5.64
pasta|berries,1.4|2.6,2.9|6.45
turkey,3.1,13.17
coffee|candy|tuna,4.4|3.2|1.3,10.9|5.4|9.21
coffee|bagel|beef|pretzels,4.4|1.8|3.6|4.1,1.85|2.13|7.57|4.7
beef|lettuce|bread|dessert,3.4|5.0|1.7|1.7,11.97|3.04|5.17|4.2
banana|rice|tomato|nuts,2.2|4.0|4.2|4.1,3.83|3.58|2.73|5.51
dinner|sugar,2.1|4.6,5.7|5.72
tuna|bagel|pork|apple|detergent,1.9|4.1|3.3|2.6|2.6,7.52|2.4|12.8|2.29|10.72
cheese|cream,3.4|2.1,4.22|2.45
muffin|lettuce|croissant,4.9|3.8|2.2,5.92|2.88|3.35
tomato|butter|cheese|paper_towels,3.7|2.7|3.1|4.9,3.2|5.96|4.91|10.74
ham|berries|pork|pizza|beef,1.0|3.8|4.3|3.7|4.2,4.78|5.36|14.91|7.93|7.35
vegetables|pork|chocolate,3.3|2.5|3.5,7.35|6.51|6.75
ham|nuts|banana|croissant,2.2|3.4|1.5|3.4,9.3|3.35|1.07|5.97
toilet_paper|turkey_slices,4.7|2.6,9.71|4.69
chicken|rice|croissant,4.5|4.2|3.4,9.66|4.67|3.3
crackers|bagel,2.8|1.3,6.61|2.43
lettuce|pork,4.3|3.1,3.25|5.43
milk|sugar|potato,2.9|1.5|2.0,2.49|2.47|2.85
cheese|chocolate|salami,1.4|3.9|2.0,4.29|4.65|6.97
nuts|juice|dinner|carrot,1.4|4.9|4.5|2.8,2.4|6.0|8.92|2.93
chips|salami|detergent,4.2|1.6|3.3,2.24|9.61|7.42
vegetables|cake|ham,1.0|1.7|1.5,7.0|3.36|7.88
detergent|hummus|yogurt,2.6|4.8|5.0,3.32|4.8|2.8
tuna|shampoo|lettuce,2.5|3.3|1.9,11.91|4.36|2.11
ice_cream|sugar|onion|beef,4.2|3.3|1.0|4.3,3.75|7.32|3.82|13.87
orange|butter|banana|dessert|beef,1.0|4.5|1.9|2.1|3.4,1.31|6.7|2.63|7.32|8.46
hummus|pasta|dessert,3.2|4.6|4.3,7.8|5.14|4.98
nuts|cookies|pretzels|beef,4.4|1.7|4.4|2.0,3.82|4.01|6.54|12.52
yogurt|dinner|beer|soda,1.7|2.6|2.8|3.4,3.91|5.79|5.16|4.9
juice|crackers,4.6|3.7,5.09|3.86
vegetables|carrot|shampoo|oil,2.1|1.2|1.1|4.7,6.9|1.7|11.15|4.34
lettuce|ham,1.2|2.1,1.7|6.75
cheese|salmon,3.9|4.5,6.67|6.04
cake|croissant|ham|oil|apple,3.0|1.2|1.7|3.3|3.7,3.76|2.22|6.35|2.13|2.79
pasta|yogurt,3.0|3.3,7.78|6.59
olives|pretzels|water|nuts|rice,1.3|2.5|1.4|2.1|4.5,6.58|4.72|10.33|6.81|1.69
wine|dinner|water|lettuce|cookies,1.8|4.5|1.0|4.5|2.6,10.21|4.18|3.87|1.26|1.99
toilet_paper|berries|milk|chocolate|sugar,1.9|3.9|3.1|2.2|2.8,7.22|8.04|6.66|3.4|5.51
soda|bagel|crackers,1.3|3.3|2.0,9.37|2.8|4.29
soda|salami|muffin|onion|cream,3.6|1.2|3.3|4.4|5.0,10.89|7.49|1.55|2.06|6.73
chicken|soap|cheese|pizza|cream,2.3|4.1|4.1|3.2|4.1,13.51|7.45|6.94|6.48|2.26
cereal|croissant|potato,3.5|3.8|2.6,5.73|4.81|3.57
rice|pizza|orange,1.5|1.5|2.4,6.29|3.43|3.59
coffee|chips|chocolate,3.5|5.0|2.9,11.12|3.08|5.61
toilet_paper|chips|berries|olives|banana,4.1|4.4|3.7|4.1|3.1,5.88|3.32|9.18|9.01|2.79
cheese|olives|croissant|ham|tomato,3.4|2.4|2.8|1.6|4.3,2.38|6.99|4.6|4.79|1.73
paper_towels|berries|oil|beer,3.6|1.7|3.4|3.4,9.28|4.2|3.77|10.15
coffee|toothpaste,4.1|2.5,10.52|9.46
toothpaste|berries|pizza,4.1|4.6|4.0,4.96|6.74|8.9
dinner|yogurt|juice|nuts|banana,1.1|3.3|1.8|1.0|2.9,9.06|6.05|10.43|2.75|3.18
salami|detergent|juice,2.7|1.4|5.0,9.99|5.63|2.46
olives|toothpaste|turkey_slices|soda,1.2|2.2|4.1|3.3,9.22|6.84|8.63|8.42
nuts|berries,4.5|2.7,2.14|6.54
turkey|chocolate|vegetables,4.3|2.4|4.2,12.25|4.29|6.71
ice_cream|hummus,1.8|1.7,2.38|7.7
vegetables|butter|dessert|chocolate|sugar,4.3|1.5|2.0|1.2|2.5,6.78|5.87|8.35|5.95|7.0
salami|apple|flour|ice_cream|cookies,1.1|3.6|1.2|1.4|1.4,9.41|3.17|4.19|5.12|3.18
hummus|vinegar|cookies|salt,3.9|1.7|4.8|3.8,6.53|7.31|4.04|7.95
oil|soda|dessert|milk,3.9|2.3|3.0|1.0,5.57|6.16|8.96|6.3
hummus|beef|yogurt|chicken,1.9|3.8|2.6|3.5,4.67|14.16|2.59|7.23
dinner|orange|croissant,1.9|3.7|2.6,9.63|1.47|3.07
rice|ham|pizza|crackers,1.9|1.5|3.0|4.5,3.24|9.33|7.49|5.38
sugar|lettuce|cookies,2.6|3.3|3.9,2.93|2.99|1.55
cereal|soda,4.3|4.4,4.0|2.18
chocolate|pasta|banana|bread,4.6|2.9|2.6|3.4,4.52|4.62|2.19|2.22
rice|milk|cream,4.8|1.4|4.0,4.75|7.6|2.68
potato|olives|berries|onion,4.4|1.4|4.1|1.6,3.06|6.27|5.43|1.5
chips|pork|vegetables|carrot,4.5|4.8|1.1|2.4,3.83|12.65|9.45|1.43
dessert|oil|toilet_paper|water,2.1|4.5|2.9|2.9,5.33|7.63|5.47|3.06
banana|dessert,3.5|2.0,3.67|3.45
coffee|cake|carrot|toothpaste,4.2|2.9|2.2|2.6,11.85|1.52|3.8|6.25
shampoo|olives,4.5|3.8,10.86|4.76
coffee|muffin,1.4|4.9,7.76|1.98
wine|cereal|yogurt|croissant,3.9|2.9|1.3|1.0,12.0|2.94|3.64|2.08
ham|tomato|ice_cream|banana,1.4|4.5|1.4|2.0,8.69|1.26|5.27|1.33
cereal|butter|cookies|milk|dinner,1.3|2.8|3.7|1.9|1.4,6.78|2.2|2.85|7.25|6.09
pasta|chocolate|coffee,1.5|4.8|2.8,5.17|3.31|11.91
paper_towels|sugar,4.0|1.4,3.54|2.2
turkey|toothpaste|flour,1.1|2.7|4.2,7.31|3.79|5.64
water|beer|bagel|juice,3.6|2.0|1.6|3.7,5.2|6.59|2.69|7.67
wine|oil|nuts|salmon|detergent,2.6|2.7|4.7|2.8|3.9,8.66|6.54|5.3|8.91|10.92
toothpaste|bagel|cheese|lettuce,1.5|3.3|1.2|3.5,10.35|2.34|5.88|1.42
tuna|salt|vegetables,3.8|3.8|3.1,8.45|5.92|7.68
turkey_slices|cereal|ham,4.5|2.2|1.4,5.88|7.6|7.65
carrot|berries,2.5|2.9,2.95|6.24
orange|beef|cookies|turkey,4.7|1.8|3.3|1.3,3.5|9.84|4.5|14.07
berries|milk,4.1|1.5,3.04|5.19
cream|nuts|vinegar|flour|beef,2.7|2.0|4.3|3.8|4.4,5.99|5.15|5.46|4.84|13.07
muffin|toilet_paper|banana,4.7|1.6|1.2,2.35|4.71|2.91
croissant|vinegar,3.2|1.5,3.58|3.97
candy|potato|yogurt|cheese|ham,2.3|4.5|2.4|3.0|3.2,3.76|2.77|5.52|5.66|8.47
juice|cream,3.6|3.8,9.25|3.07
chips|shampoo|nuts|crackers,4.8|3.2|3.6|2.5,6.79|10.6|3.12|6.3
salami|pork,1.1|3.5,5.29|11.87
tomato|apple|chocolate,4.8|3.0|3.4,1.45|2.76|2.45
tomato|dinner|bread|lettuce,3.5|3.0|1.3|3.7,1.68|3.67|1.79|3.05
butter|chips,4.6|4.8,2.9|5.84
rice|water,3.7|1.3,2.64|8.86
dinner|soda|cereal|tuna,2.4|4.5|4.3|2.6,8.01|5.49|1.89|7.73
cookies|apple|berries|rice|coffee,4.1|2.5|4.2|3.7|4.8,5.25|2.92|9.35|4.01|7.55
soap|ice_cream|pasta|turkey|water,1.5|1.2|3.6|4.9|3.7,8.16|5.57|2.2|12.41|5.71
cereal|pretzels|orange,4.7|4.9|1.7,5.63|3.19|1.67
onion|cereal|soda|pretzels|vegetables,2.4|3.4|3.0|1.4|4.5,2.61|2.66|6.09|6.2|4.88
soap|juice,3.4|2.3,10.85|9.81
lettuce|potato,4.9|2.3,3.98|3.22
toothpaste|cereal,1.1|4.6,4.14|6.14
shampoo|carrot,3.9|1.4,4.2|1.04
salt|bagel|paper_towels|croissant|chicken,3.6|1.6|2.3|1.5|1.2,4.4|2.22|9.14|4.51|11.67
wine|bread|water|detergent,1.7|1.3|2.6|4.6,11.54|4.35|9.15|11.92
pretzels|soda,1.1|2.4,6.13|7.15
salmon|cookies,4.1|3.9,6.76|5.68
detergent|bagel,2.4|4.0,6.58|4.19
flour|olives|yogurt,1.0|3.8|5.0,4.68|9.81|4.25
tomato|dessert,2.6|3.0,3.69|3.92
turkey|toilet_paper|vegetables,2.9|5.0|3.7,10.1|5.04|6.92
salami|tomato|beer|juice|toothpaste,4.7|1.9|4.7|1.5|4.4,4.15|2.61|7.26|6.68|3.02
tomato|toothpaste|detergent|milk,4.4|5.0|3.3|4.6,1.38|9.7|11.2|3.09
soda|vinegar|olives,3.9|4.9|3.0,9.72|3.62|5.86
salmon|hummus,4.4|1.8,8.43|9.65
shampoo|toothpaste|water|milk,2.1|2.6|4.0|3.5,6.41|4.76|5.15|7.79
turkey|carrot|salami|hummus|cheese,4.2|3.4|1.5|1.3|2.7,14.87|1.64|4.66|6.32|6.13
wine|milk|pretzels,3.7|2.2|1.5,11.94|2.33|4.61
flour|turkey|cheese|detergent|berries,3.1|2.5|2.3|4.5|4.7,7.07|10.51|5.59|11.2|4.87
bagel|candy|soda|pork|croissant,1.4|3.9|4.5|2.5|5.0,5.25|4.18|10.65|10.09|3.6
pizza|berries|pasta|pork|nuts,1.9|4.1|4.5|3.8|2.5,7.89|6.36|2.19|8.64|4.98
oil|coffee|paper_towels,1.3|1.0|2.8,6.25|8.2|11.65
salt|chips|beef|berries|juice,1.3|1.1|4.5|1.1|1.8,3.4|6.99|5.54|9.09|5.22
hummus|beef|pizza|coffee,1.3|2.4|3.6|2.8,8.02|10.8|9.57|3.19
salmon|cereal|pasta,4.0|4.7|5.0,8.12|6.73|2.16
beef|coffee|hummus,3.2|1.3|1.9,8.07|3.8|8.18
apple|candy|cake,4.0|1.1|2.8,2.54|4.88|3.02
cake|flour|salmon|chips,3.3|2.5|2.8|1.8,4.74|3.36|14.98|3.02
dessert|lettuce|toothpaste|ham|apple,3.6|3.7|4.7|3.4|1.8,4.16|3.74|5.63|5.73|3.72
chicken|beef|tomato|cheese,1.0|2.7|4.3|2.6,9.15|12.88|2.29|4.67
tomato|croissant,4.7|3.0,3.29|4.77
water|soda,2.9|4.5,5.29|11.5
cheese|nuts|hummus|dessert|apple,3.8|4.0|1.5|3.9|4.1,2.51|2.7|7.55|4.7|3.9
croissant|toilet_paper|turkey|tea,3.9|3.6|1.6|3.8,5.27|7.0|7.4|10.8
cake|tuna|soda|coffee,2.4|3.3|1.6|4.7,3.42|5.14|11.8|6.13
nuts|milk|flour,3.7|1.9|3.0,5.27|6.88|5.75
ice_cream|soda|tomato|chicken,4.7|2.9|3.6|1.0,4.12|7.66|3.41|6.61
beef|shampoo,2.3|1.7,5.2|8.69
cookies|sugar,3.8|1.6,3.26|2.1
olives|water,4.5|4.3,8.12|8.09
potato|flour|salmon|soda,2.7|4.5|3.6|1.2,3.55|7.16|5.39|4.9
paper_towels|apple|salmon|potato,4.5|2.4|2.6|1.6,11.76|3.77|5.1|2.84
coffee|orange|potato,1.0|3.1|2.4,8.95|2.96|2.67
butter|orange,2.7|2.6,5.37|3.78
vinegar|toothpaste,2.9|3.9,2.72|8.65
apple|cream,1.2|3.3,1.99|4.37
soda|bread,2.1|4.4,2.99|4.27
juice|chocolate|detergent,4.5|4.1|2.1,4.65|6.14|3.57
tomato|apple|bread|butter,2.3|2.5|2.9|1.1,3.24|1.24|4.15|6.76
water|soap,1.1|1.9,8.18|11.85
ham|chicken|cheese|bagel|cookies,2.3|1.0|3.2|2.9|4.4,5.21|8.51|6.34|1.74|1.92
orange|pretzels,3.4|1.7,1.85|4.35
yogurt|croissant|salt|water|muffin,1.2|2.9|1.8|3.9|2.6,7.28|3.65|7.54|2.68|3.25
orange|carrot,2.2|4.2,2.41|2.25
cereal|soda|onion|vinegar,2.2|1.2|2.3|1.9,7.5|6.6|3.38|6.49
dinner|paper_towels,1.5|2.2,8.03|5.06
rice|beer,2.2|1.5,3.7|8.19
ham|tuna,2.9|1.9,7.07|8.95
pasta|salami|pork|rice,3.6|2.6|4.9|1.8,3.39|9.44|5.8|2.01
pork|salmon,3.7|3.4,7.25|13.62
rice|banana|nuts|soda|tomato,3.1|1.6|4.9|2.9|3.6,3.12|1.64|4.73|8.02|1.67
chips|rice|soda|cheese,1.4|3.2|1.5|1.0,5.09|2.26|1.41|6.35
chicken|butter|toilet_paper,3.0|2.1|2.9,5.36|7.95|7.15
berries|juice,4.7|1.9,7.3|11.57
crackers|paper_towels,2.2|2.0,3.36|6.27
tuna|pizza|carrot|soda,4.9|1.3|1.4|3.6,8.42|6.83|3.83|3.53
coffee|rice,2.3|4.3,10.59|7.67
butter|flour|orange|croissant,5.0|1.8|4.5|3.5,6.13|3.5|2.82|5.52
oil|turkey_slices|detergent|pasta|chocolate,3.6|1.1|1.5|3.1|5.0,4.8|9.43|8.6|3.18|3.2
vinegar|tomato|turkey|croissant|cream,4.2|3.4|2.3|3.1|4.1,4.29|2.37|14.31|1.82|6.79
lettuce|sugar|candy|muffin,2.3|1.8|4.7|1.1,3.79|1.97|6.97|1.9
vinegar|turkey|cake|soap,2.9|3.3|1.7|4.7,7.24|13.23|2.84|10.41
pasta|pork|hummus|candy|banana,3.0|1.1|3.3|3.7|4.9,4.95|14.77|9.51|2.83|3.27
soap|oil,2.1|1.9,4.59|2.61
chicken|vegetables|ham|ice_cream,3.9|2.6|1.0|4.0,9.96|6.69|7.02|3.14
croissant|toilet_paper,4.9|4.1,1.96|11.24
flour|juice|vinegar,4.1|4.0|2.9,4.58|10.54|7.07
cake|bread|soda|tomato|soap,1.6|1.8|2.5|4.3|1.3,5.82|5.14|2.48|2.69|5.8
flour|crackers,3.7|2.4,4.74|3.04
detergent|juice,2.4|5.0,6.43|2.7
beef|nuts|vinegar,3.2|3.9|4.8,11.43|2.5|1.7
flour|candy|coffee|salt|cookies,2.9|2.7|4.3|3.6|2.4,5.55|2.05|10.91|4.24|3.35
potato|pasta,2.2|4.8,3.22|7.93
turkey|salmon|bread,2.3|4.0|2.6,10.5|5.51|3.64
bread|detergent,3.1|3.8,5.76|5.89
shampoo|croissant|dessert|muffin|bread,3.0|1.4|4.8|2.2|1.6,11.45|3.78|5.03|4.73|2.48
water|lettuce|salt,3.8|5.0|1.4,4.11|3.28|4.02
tuna|tomato,4.5|3.1,14.83|2.71
bagel|salami|potato|salmon,4.9|3.0|4.8|3.3,4.0|7.98|1.71|11.34
hummus|banana|dinner|crackers,5.0|3.1|1.9|4.1,6.56|1.45|3.41|5.4
apple|soda|onion,2.7|3.7|2.8,3.07|2.15|1.47
oil|olives|vegetables|turkey|cream,1.5|4.0|1.6|1.8|1.1,4.52|7.05|3.26|6.49|4.15
cereal|pork|butter,3.4|4.6|2.6,4.83|6.18|2.17
chicken|ice_cream|candy|dinner|soda,5.0|4.8|4.8|1.3|5.0,13.06|6.67|5.29|4.44|1.64
rice|sugar|vinegar|coffee,4.7|4.4|4.1|1.8,2.37|1.64|2.94|11.3
detergent|sugar,3.6|2.6,3.98|3.17
chocolate|soap|paper_towels,4.6|2.9|2.1,2.52|8.8|6.42
pretzels|wine|butter,4.8|2.5|1.3,2.78|9.72|7.62
potato|croissant|beer,2.2|3.0|4.3,2.84|5.79|3.35
turkey|salmon|wine|sugar,1.3|4.9|2.7|4.8,5.26|11.87|8.9|6.87
bread|ice_cream,3.5|4.6,1.76|7.43
soap|cream|pasta,3.1|4.7|1.2,3.69|7.63|1.92
apple|soap,2.5|3.9,1.29|6.1
chicken|vegetables|chocolate,3.9|2.9|2.1,12.63|3.98|2.95
olives|potato,2.9|4.9,9.47|2.1
milk|turkey_slices,1.7|2.7,5.83|8.66
olives|salami,1.2|3.2,7.86|6.03
cereal|nuts|cookies|vinegar,4.0|4.5|4.6|3.5,7.18|2.17|1.6|3.7
salt|hummus|water|ham|cheese,4.3|1.5|4.4|4.1|3.0,2.29|8.65|4.32|4.51|6.66
flour|sugar|carrot,3.0|4.7|3.0,6.73|6.87|2.6
milk|cheese,4.6|3.3,7.63|5.97
wine|flour|dessert,3.2|1.3|4.6,1.29|3.76|3.48
yogurt|ice_cream|wine|crackers|chicken,4.5|3.9|2.2|1.8|2.2,6.25|2.6|8.31|2.38|14.13
muffin|toilet_paper,1.8|3.3,3.06|5.5
salt|ham|crackers|beer,2.6|1.9|3.7|4.7,4.62|6.44|4.85|3.0
banana|salami,1.9|2.6,3.9|5.82
yogurt|paper_towels|salmon|chocolate|detergent,2.7|2.2|3.7|2.0|3.1,6.22|5.82|10.42|6.53|7.89
carrot|ham|nuts|tuna|apple,4.9|1.1|2.0|3.4|2.4,3.26|8.93|6.45|6.67|1.3
ice_cream|beef|vegetables|cookies,4.7|4.1|2.7|1.4,7.91|10.67|9.31|2.14
paper_towels|ham|tea|candy|dinner,1.6|3.0|3.4|4.2|3.4,5.58|7.14|8.23|3.34|9.59
shampoo|turkey_slices|pizza|orange|salmon,2.7|2.9|2.5|2.3|1.4,8.52|7.79|5.52|1.36|10.97
hummus|olives|nuts,2.2|2.4|3.0,6.22|5.64|3.52
cereal|bread,2.0|4.4,1.88|5.43
rice|vinegar,2.5|3.9,2.04|5.56
salmon|toilet_paper|water|pasta,2.7|2.4|4.9|4.6,6.02|9.09|10.39|5.34
salmon|tuna|wine|turkey_slices,3.9|3.1|2.8|4.1,13.28|14.74|9.82|9.43
candy|toothpaste,3.2|1.2,5.58|11.68
salmon|nuts,3.9|1.2,10.37|6.13
potato|rice,4.1|4.9,1.74|4.52
lettuce|onion|tea|candy|cookies,3.5|4.3|3.4|2.2|1.2,3.78|2.73|7.59|4.55|4.98
ice_cream|pretzels|water,1.9|3.4|1.7,7.02|5.27|1.66
beef|cake|turkey|salmon|muffin,4.1|3.4|3.8|4.6|2.0,13.37|4.99|8.15|14.54|3.2
candy|juice|beer,4.9|3.9|1.9,2.19|9.11|9.9
toothpaste|dessert|muffin|cake|cheese,2.8|1.3|3.0|1.6|2.8,3.22|6.64|3.42|5.28|6.56
salmon,2.4,7.1
water|soda|apple|nuts|chips,3.4|3.0|4.9|1.5|2.2,4.73|10.33|3.45|2.4|6.38
cheese|paper_towels|candy|orange|cereal,2.7|3.1|2.1|4.5|1.5,7.12|7.09|4.79|1.28|1.84
coffee|tomato,1.4|1.2,4.94|2.9
pizza|milk,3.5|4.2,7.64|2.06
nuts|onion|cereal,3.0|4.3|3.1,4.1|2.47|6.28
candy|banana|hummus|cream|yogurt,3.7|2.9|3.6|1.7|2.1,3.08|2.96|5.31|5.64|3.59
juice|tea|cream,1.8|1.3|4.1,9.54|3.93|6.53
vegetables|dinner|hummus,3.3|1.0|4.4,8.48|4.05|6.55
detergent|turkey|toilet_paper|lettuce|muffin,3.4|2.2|4.1|3.8|3.6,7.06|7.82|8.07|1.46|1.71
berries|tomato|pork,2.2|4.5|2.3,8.6|2.3|5.99
soda|salt,3.4|2.6,4.89|7.49
beef|chicken|orange,4.7|2.3|4.9,14.62|14.47|1.3
shampoo|cheese|orange|vegetables|tuna,2.8|3.2|2.6|2.9|4.3,9.95|2.47|3.7|9.05|10.4
sugar|flour,4.1|2.7,4.36|7.03
tomato|soap|salt|beef|shampoo,1.1|1.4|2.7|4.7|2.9,1.14|7.76|4.16|6.98|4.09
ice_cream|salmon|bagel|beer|rice,1.9|3.2|3.5|1.1|3.9,3.8|12.89|3.71|11.13|5.84
milk|beer|bread,2.9|1.7|3.5,2.88|5.24|5.52
turkey|salmon|lettuce,3.2|3.0|4.3,10.58|8.83|2.73
onion|water|vinegar|nuts,3.3|3.0|3.2|1.8,3.22|6.37|1.92|3.54
cream|water,4.7|4.9,2.74|4.87
cheese|cookies|water|paper_towels,3.8|4.4|1.1|4.5,3.98|3.08|10.16|10.06
toilet_paper|beer,1.8|3.9,8.09|7.93
lettuce|cheese|detergent|vegetables,2.1|3.0|2.7|1.2,2.8|2.03|3.54|5.26
pasta|cookies,4.2|4.0,3.69|2.41
cheese|hummus|muffin,3.1|1.6|1.6,4.91|4.03|5.39
hummus|beef|dinner|toothpaste,2.3|2.6|4.8|4.1,6.94|14.7|9.27|5.79
shampoo|chips,3.0|2.7,6.23|5.9
