items,quantities,unit_utilities
coffee|bread|rice|wine|salt|chips|paper_towels,4.4|4.8|2.0|3.7|1.7|4.8|2.0,6.74|2.39|3.6|11.72|7.35|2.56|6.99
pasta|milk|apple|rice|toilet_paper|juice|water|cereal,2.7|3.7|2.7|4.9|1.9|2.9|1.6|3.4,1.52|4.53|2.45|6.95|8.73|3.04|2.03|2.46
cheese|rice|apple|milk|chicken|flour|pork|detergent|cake|soap,3.6|4.2|2.0|2.7|2.2|3.4|1.3|1.1|3.9|3.7,3.38|5.93|2.16|7.47|12.96|5.2|14.65|9.47|4.88|8.81
chicken|coffee|milk|pasta|soda|butter|crackers|cereal|carrot,3.3|1.8|5.0|1.6|2.6|4.8|2.8|1.7|4.8,14.22|1.74|3.49|7.36|9.01|6.69|3.7|2.62|3.39
bread|apple|coffee|rice|cheese|wine|carrot|tuna|milk|shampoo,4.7|1.9|4.1|2.5|1.9|3.0|2.2|3.7|3.5|1.3,3.34|2.35|10.74|3.62|2.51|4.43|3.75|8.77|3.31|9.21
milk|pasta|coffee|chicken|rice|muffin|crackers|cookies|nuts|carrot|turkey_slices,3.3|2.9|3.3|4.7|2.4|4.0|3.4|1.4|4.7|1.3|2.9,2.16|1.71|5.52|9.52|1.87|4.08|2.37|2.64|6.66|2.15|5.98
chicken|rice|coffee|cheese|bread|apple|nuts|croissant|vinegar|onion|juice|dinner,4.4|1.0|2.1|2.2|4.8|3.6|3.9|3.3|3.9|3.7|3.7|1.9,5.8|6.46|9.36|2.27|2.52|1.79|5.96|4.87|6.2|2.35|11.04|9.89
pasta|chicken|rice|cheese|yogurt|banana|toothpaste|tea|sugar|soap,3.2|5.0|2.5|4.4|4.4|1.6|1.2|3.4|4.4|4.6,3.84|10.8|7.28|6.82|4.48|1.35|3.97|6.33|7.96|7.25
pasta|chicken|coffee|bread|nuts|soda|cake|dessert|beef|beer,2.1|5.0|1.1|1.8|1.0|3.0|4.8|2.5|4.4|4.0,1.57|9.34|8.96|4.78|2.91|10.52|4.42|9.04|5.68|6.71
rice|apple|cheese|pasta|carrot|yogurt|berries|nuts|paper_towels|onion,3.0|3.4|4.5|4.2|4.7|1.3|4.1|1.2|2.8|2.0,3.82|1.39|5.58|2.62|2.98|2.19|6.78|6.51|11.25|1.86
bread|coffee|rice|milk|pretzels|ham|turkey|carrot|salt,4.3|4.6|4.3|4.8|2.5|4.9|2.0|1.9|4.7,3.29|4.78|2.35|4.05|4.69|6.35|12.79|2.8|2.09
bread|coffee|milk|rice|chicken|chips|detergent|lettuce|salt,1.4|4.8|3.5|4.1|3.1|1.0|1.7|2.4|2.2,2.14|9.82|3.94|7.83|9.1|6.97|11.74|2.1|6.7
cheese|pasta|apple|milk|cookies|pork|chocolate|bagel|croissant|toothpaste|toilet_paper,1.1|4.6|3.5|3.9|2.3|2.6|2.7|1.8|3.4|3.3|1.5,6.87|5.18|3.33|2.96|5.48|9.97|6.13|4.65|2.63|4.42|5.79
rice|bread|apple|coffee|pork|oil|crackers|beer,2.9|1.1|1.3|1.2|3.1|2.2|3.7|1.6,1.64|4.56|3.19|8.22|5.04|6.2|4.45|4.27
milk|chicken|apple|bread|rice|shampoo|salmon|coffee|toothpaste|orange|cereal,4.1|2.4|2.6|3.7|2.8|2.1|4.3|1.9|3.9|1.2|3.1,6.6|7.92|2.63|5.72|2.73|3.12|14.68|6.58|7.44|3.71|5.98
apple|coffee|milk|salmon|soda|chocolate|pork|onion,1.3|4.0|3.1|3.0|1.4|3.5|1.0|2.5,3.17|7.22|4.98|14.81|11.73|5.35|5.28|1.39
cheese|milk|rice|bread|pasta|tomato|turkey,4.9|2.8|1.0|2.1|3.6|1.8|2.9,4.04|2.97|7.41|3.05|7.77|2.89|8.72
rice|milk|coffee|chocolate|hummus|paper_towels|juice|detergent|soda,3.8|1.4|4.2|2.2|1.7|3.2|2.9|2.0|2.6,4.01|4.07|1.88|6.63|5.43|3.63|4.3|8.18|11.74
coffee|bread|pasta|apple|rice|salmon|chicken|banana|pizza|lettuce|paper_towels,3.1|1.7|4.9|2.5|2.9|2.4|2.6|3.8|2.2|4.6|4.5,8.12|5.26|5.49|2.71|6.46|7.26|14.28|2.94|7.48|1.38|7.24
pasta|coffee|cheese|milk|water|bagel|toothpaste|onion|dessert|hummus,4.3|1.5|2.0|1.6|1.1|2.7|3.4|1.2|4.0|3.9,3.24|10.13|7.85|7.47|8.47|2.17|5.18|3.83|3.8|6.76
apple|pasta|chicken|candy|salt|toothpaste|pizza|wine,1.5|3.4|1.9|4.9|3.4|4.9|2.1|4.2,1.49|5.24|11.37|6.17|7.76|8.83|5.26|5.59
pasta|apple|bread|cheese|salt|cake|vinegar|pork,2.3|1.2|1.8|3.4|1.1|1.2|4.9|1.2,3.45|2.36|1.8|7.04|3.53|2.16|4.77|7.49
chicken|coffee|milk|pasta|bread|onion|beer|muffin|rice|butter|tea,4.8|4.2|2.1|3.3|3.5|2.2|1.9|3.3|3.3|2.1|4.4,12.39|8.39|7.19|6.64|4.6|1.52|6.16|4.62|3.67|3.19|10.1
pasta|bread|lettuce|pizza|detergent|beef,1.7|1.9|2.2|4.4|1.6|4.0,7.57|1.6|2.71|5.62|9.43|9.59
bread|chicken|milk|butter|turkey|bagel,1.1|3.8|2.5|2.4|3.1|3.0,5.12|14.56|3.6|7.99|5.52|2.18
pasta|apple|milk|cheese|bread|rice|soap|bagel|pork|sugar|yogurt|water,3.1|3.3|4.4|4.3|3.9|4.5|4.6|2.4|4.0|3.9|2.2|4.8,7.56|3.92|5.7|7.25|2.0|6.0|10.72|2.91|9.96|2.29|7.59|5.75
bread|cheese|coffee|pasta|apple|salt|croissant|onion|soap,1.3|3.7|3.1|2.5|4.8|2.7|2.3|1.0|4.1,3.56|7.64|4.44|3.38|1.16|5.45|4.47|2.5|6.23
cheese|apple|milk|bread|pasta|ham|yogurt|vinegar|toilet_paper,2.7|1.4|1.2|1.9|1.6|4.3|3.1|3.2|3.2,3.24|1.84|7.84|3.26|2.24|9.63|5.33|2.24|11.7
coffee|milk|rice|chicken|apple|cheese|olives|pizza|berries|potato|oil|chips,1.6|2.9|3.1|1.0|4.8|3.9|1.6|1.0|3.6|3.2|3.7|4.8,4.19|2.93|2.76|7.11|2.26|2.11|7.09|8.09|7.98|1.09|4.97|2.25
cheese|pasta|coffee|milk|salmon|hummus|pretzels|chicken|juice|ice_cream|potato,2.1|1.1|2.7|3.1|3.9|2.8|1.3|3.2|4.1|4.6|1.3,3.83|4.3|4.86|5.65|8.65|6.41|6.98|7.49|9.26|5.02|3.75
bread|pasta|milk|chicken|rice|orange|salt|turkey|juice|water|sugar|cheese,1.8|2.5|3.8|2.9|3.4|1.6|2.7|2.5|3.2|3.7|1.1|1.4,2.68|1.87|7.72|14.55|3.39|1.96|5.78|14.97|4.25|11.92|4.8|6.47
coffee|cheese|bread|soap|onion|soda|wine,2.9|2.2|1.4|1.9|1.8|4.2|2.1,6.79|6.63|1.77|3.27|1.24|3.46|2.73
cheese|bread|milk|coffee|olives|nuts|vegetables|banana|tuna|oil,1.6|3.5|3.8|2.4|3.1|4.2|1.6|2.3|2.8|2.3,4.43|1.52|2.76|1.41|5.35|6.77|3.27|2.15|9.68|7.05
bread|milk|chicken|cheese|yogurt|salmon|ham|soap,1.7|4.4|4.5|1.0|1.3|2.6|1.2|3.2,2.02|3.08|10.79|4.93|5.32|12.71|6.92|8.53
rice|apple|chicken|cheese|soap|tuna|banana|milk|cake|hummus|dessert,1.6|3.1|4.3|1.8|1.3|4.5|1.9|1.3|2.5|1.9|1.3,6.93|1.33|10.33|6.17|6.42|8.81|2.76|2.73|2.69|4.73|8.34
milk|chicken|pasta|rice|cheese|cereal|detergent|flour|sugar|pretzels|soap,2.5|3.6|3.4|4.6|3.9|2.6|3.2|4.1|2.2|4.9|1.9,2.47|5.93|6.41|4.85|2.67|7.08|10.69|5.62|3.53|6.74|6.08
coffee|bread|chicken|milk|toothpaste|dinner|banana|soda,3.0|2.7|3.3|2.1|1.2|5.0|2.5|1.4,8.27|3.76|10.27|2.42|4.78|4.84|3.42|9.39
chicken|apple|pasta|bread|cheese|salt|soda|salmon|pork|shampoo|turkey_slices,3.5|3.3|4.7|3.1|1.0|4.8|2.0|1.4|1.9|4.0|5.0,7.89|1.56|5.6|5.84|2.42|6.92|1.19|6.68|12.59|7.06|5.4
coffee|cheese|chicken|pasta|potato|ice_cream|detergent,5.0|3.4|3.6|2.2|4.1|1.7|1.9,1.41|7.59|5.21|3.33|1.87|5.13|7.17
pasta|apple|coffee|cheese|chicken|turkey|cream|milk|vegetables|onion|bread,5.0|4.7|2.8|2.9|4.0|2.8|4.8|4.1|1.9|2.9|3.3,3.51|1.59|3.22|7.94|5.37|10.28|2.66|7.31|6.1|2.72|4.92
pasta|chicken|milk|salmon|apple|turkey_slices|flour,2.3|3.4|2.8|1.9|1.9|3.6|2.2,5.17|9.07|6.21|8.42|3.82|5.37|7.91
rice|milk|bread|pasta|butter|pretzels|sugar|candy|potato|onion|lettuce,3.9|3.9|4.8|3.5|3.6|2.8|1.4|2.8|4.8|4.5|4.1,6.01|2.93|3.78|6.16|2.91|6.59|6.65|6.06|3.47|3.54|2.13
pasta|bread|cheese|rice|coffee|apple|soda|ice_cream|olives|salami|tuna,1.8|1.5|4.1|4.7|2.6|4.7|2.7|2.5|3.2|1.4|4.5,6.86|3.58|2.75|7.23|2.34|1.41|1.27|6.18|7.52|7.67|14.34
rice|apple|cheese|milk|turkey_slices|berries|pizza|orange|water,4.4|1.9|3.9|2.0|1.5|3.8|4.9|3.9|4.9,4.08|3.24|7.79|4.17|4.76|8.84|7.54|1.99|7.83
apple|milk|pasta|flour|dinner|oil|ice_cream|orange,1.3|1.3|3.3|1.8|2.0|2.0|4.1|3.5,2.54|2.84|2.07|3.0|3.33|6.31|5.07|2.97
cheese|chicken|pasta|rice|vinegar|dessert|paper_towels|nuts,2.6|1.5|3.7|1.9|1.2|3.7|3.1|3.0,7.33|14.79|7.67|3.09|7.95|8.99|11.45|6.85
milk|bread|pasta|rice|cheese|onion|oil|chips|hummus|flour|croissant|potato,3.6|3.5|3.9|4.3|1.6|2.7|4.1|3.8|2.7|2.0|3.0|2.3,5.75|4.16|4.19|4.51|3.64|3.51|2.46|5.91|8.0|6.13|4.8|2.98
bread|pasta|rice|toilet_paper|cookies|toothpaste|turkey|candy|pretzels,3.5|2.3|4.4|4.7|2.3|4.6|2.7|2.0|2.2,3.84|6.44|3.11|11.3|4.33|9.9|12.3|4.18|2.56
milk|rice|bread|salmon|pretzels|wine|orange,3.0|1.3|2.3|3.8|3.4|3.6|3.8,6.63|7.41|4.64|6.67|4.41|6.27|2.83
pasta|cheese|coffee|milk|salami|juice|croissant|cookies,3.9|2.6|3.9|1.9|1.8|3.0|1.3|4.2,2.64|3.92|8.24|5.54|9.71|6.15|2.52|3.55
cheese|chicken|apple|rice|cream|salami|flour|salmon|soda,3.7|1.3|2.9|1.9|2.6|4.7|1.0|3.8|2.7,7.77|8.93|2.96|7.11|2.62|4.96|7.66|7.92|10.35
bread|rice|cheese|chicken|pasta|yogurt|turkey_slices|candy|cake,2.0|3.5|1.6|2.9|4.8|4.4|1.7|1.4|4.6,4.57|4.89|3.22|6.72|4.37|6.3|9.89|5.81|2.81
bread|milk|apple|crackers|turkey|dinner|tea|pasta,3.0|3.8|4.0|1.8|2.6|1.3|3.5|3.9,3.09|2.55|3.13|2.09|8.63|3.57|6.65|5.52
coffee|bread|pasta|milk|soda|bagel|orange|muffin|berries,1.9|3.8|1.8|2.1|1.6|4.3|2.1|5.0|2.3,3.25|2.02|4.33|5.44|10.34|4.02|3.59|2.0|5.91
bread|apple|pasta|cheese|coffee|banana|turkey|shampoo|salmon|tuna|turkey_slices,2.6|2.7|2.1|2.9|1.1|3.2|2.2|3.9|3.2|1.4|3.9,1.93|2.22|2.43|7.67|10.13|1.51|5.04|4.17|5.96|8.59|5.91
coffee|pasta|apple|cheese|rice|bread|chicken,2.3|1.6|2.3|1.6|2.0|1.7|3.6,11.78|7.58|1.97|7.02|2.76|3.55|9.45
bread|pasta|coffee|rice|chicken|olives|cake|lettuce|shampoo|tomato,4.1|1.3|4.7|4.1|4.3|2.3|3.7|4.3|2.9|3.8,3.98|2.65|1.44|2.04|9.45|7.19|1.58|1.71|5.29|3.89
coffee|cheese|milk|cream|toothpaste|soap|detergent,1.5|3.4|4.6|2.5|3.8|4.8|4.1,8.27|4.19|7.28|2.27|9.63|6.17|6.66
apple|cheese|pasta|milk|coffee|rice|olives|sugar|pork|oil|juice,4.9|2.8|2.0|4.1|3.7|1.4|2.6|3.2|4.9|4.4|4.9,2.71|7.47|1.75|6.54|10.66|5.79|9.79|2.68|12.77|2.81|8.8
milk|pasta|bread|apple|coffee|vegetables|toothpaste|candy|olives|beer,2.6|1.4|1.5|2.0|4.3|3.4|3.6|3.3|4.4|3.4,4.8|5.62|5.68|3.09|11.29|9.39|10.71|3.1|7.13|6.34
pasta|bread|chicken|coffee|rice|wine|vinegar|salmon|pork,3.3|2.6|2.0|3.8|4.6|1.0|1.0|1.9|3.3,5.5|5.91|13.5|11.37|5.75|4.27|3.3|9.63|14.01
rice|chicken|milk|pasta|apple|cheese|detergent|cereal|bagel|vegetables|ham|tuna,1.9|4.1|4.3|5.0|1.4|2.6|4.7|3.9|2.0|3.3|4.7|1.8,5.47|8.29|5.76|6.12|2.7|2.33|10.31|6.08|4.08|6.0|7.04|8.14
pasta|apple|cheese|carrot|chips|olives|beef|banana,1.2|4.4|3.8|1.2|2.8|3.7|4.2|4.4,4.53|2.16|7.28|3.06|6.3|5.9|5.26|2.88
cheese|bread|coffee|chicken|milk|paper_towels|onion|chocolate|lettuce|salami|orange,4.1|3.9|1.9|4.1|4.8|4.7|3.7|2.6|1.8|2.8|2.3,6.03|2.99|2.31|11.23|2.94|8.35|1.16|2.7|1.38|5.61|2.46
apple|cheese|pasta|coffee|chicken|lettuce|soda|olives|toilet_paper|muffin|yogurt,1.5|2.0|1.8|4.9|2.1|4.7|2.4|2.1|2.9|2.6|4.1,1.32|5.38|7.53|7.57|14.57|1.44|8.45|8.53|3.13|3.38|2.18
milk|bread|rice|pasta|cheese|coffee|potato|tuna|nuts|tomato|dinner|turkey_slices,2.5|2.3|4.8|3.3|1.2|4.9|1.8|2.3|1.0|3.0|4.1|3.4,6.03|5.65|2.91|5.7|4.93|10.44|1.58|12.23|2.31|3.04|5.88|4.18
coffee|rice|apple|flour|bagel|salami|paper_towels|nuts,1.7|3.7|1.6|3.3|2.5|2.3|1.1|1.4,9.51|1.74|2.93|7.45|1.61|8.33|11.61|5.39
milk|bread|rice|chicken|cheese|soda|chocolate|paper_towels|toilet_paper|potato,3.9|3.2|1.8|2.0|3.7|1.9|3.9|4.4|1.3|3.4,5.47|3.2|5.72|6.47|2.01|4.71|2.12|3.77|4.56|2.25
pasta|bread|juice|oil|cookies|salt,2.3|3.5|2.3|3.9|3.1|2.8,2.58|3.96|2.6|4.1|2.18|6.0
pasta|bread|crackers|paper_towels|salmon|rice,2.5|3.3|1.5|4.5|3.0|1.1,5.19|5.18|6.11|8.82|13.86|7.68
bread|coffee|pasta|apple|juice|turkey|beer|toilet_paper|salmon|tea|flour,3.8|2.1|2.3|2.9|4.1|1.2|2.7|1.6|3.5|3.0|2.8,5.65|7.0|2.51|2.57|9.75|6.36|9.76|4.32|9.01|8.92|6.1
chicken|apple|milk|bread|coffee|pasta|yogurt|potato|crackers|dessert,4.9|2.6|2.2|2.9|4.5|4.4|3.5|1.6|3.3|1.8,6.23|1.52|6.57|2.68|7.12|3.85|7.9|3.02|3.35|8.87
milk|cheese|pasta|salmon|tea|ham,1.5|1.0|3.1|3.9|2.6|4.5,2.62|3.02|4.62|11.49|8.97|4.33
milk|bread|apple|cheese|chicken|carrot|rice|vegetables|ice_cream|butter,4.9|1.4|4.7|3.3|1.0|3.7|1.2|1.4|3.2|2.4,6.36|1.55|1.14|4.09|7.89|2.42|5.96|9.51|3.38|6.1
milk|coffee|cheese|pasta|tomato|pizza|chocolate|salmon|juice,3.8|3.7|4.7|3.6|4.5|2.7|3.4|4.0|2.8,3.86|10.15|3.0|2.48|2.99|7.76|5.82|7.58|8.13
chicken|apple|milk|rice|beef|turkey_slices|salt,4.4|1.4|4.6|1.8|2.8|4.1|3.5,7.3|2.33|4.54|6.39|12.42|8.63|5.96
apple|milk|coffee|pasta|rice|chicken|beer|ice_cream|sugar|berries|wine,3.5|2.6|3.0|2.1|3.4|1.1|1.2|4.8|4.2|3.0|1.7,3.2|6.04|5.89|3.23|1.67|11.17|7.14|3.25|3.18|8.35|4.49
coffee|milk|pasta|cheese|sugar|shampoo|salami|turkey|dinner|paper_towels|pretzels,3.7|3.9|3.4|4.3|1.3|2.4|3.3|1.5|3.7|1.2|3.6,8.96|3.19|3.29|7.62|4.96|10.9|4.24|6.56|7.6|6.77|2.77
coffee|bread|chicken|cheese|shampoo|ham|crackers|pretzels|hummus,4.4|4.2|2.9|3.7|3.4|3.2|2.8|2.5|2.2,7.42|5.71|14.58|4.89|7.93|5.51|4.37|5.97|5.08
apple|cheese|rice|chicken|muffin|detergent|cookies|soda|turkey_slices|coffee,4.7|3.1|3.5|3.4|3.2|2.8|2.9|2.2|2.3|2.0,2.36|3.77|1.95|7.78|2.02|8.49|5.98|8.94|7.49|8.61
apple|pasta|milk|chicken|cheese|cookies|soda|berries|cream|dessert,1.8|2.5|2.0|3.4|1.4|4.4|4.4|3.1|4.2|2.9,1.73|6.17|6.01|9.07|7.53|1.81|4.96|6.88|4.41|7.94
rice|milk|pasta|apple|coffee|lettuce|turkey|cheese|banana|pork,2.5|1.5|1.5|3.5|2.2|2.0|1.9|2.8|3.7|4.2,7.44|6.29|7.4|1.2|5.55|2.95|7.84|4.74|3.62|9.18
rice|milk|coffee|bread|water|soap|nuts,3.0|4.0|1.2|2.6|1.3|3.8|2.2,5.55|5.06|6.65|3.2|4.89|5.93|6.17
cheese|milk|coffee|wine|lettuce|cream|cake,3.7|3.8|2.5|3.3|4.6|2.3|4.8,3.64|5.54|8.86|6.79|1.93|5.22|5.51
apple|milk|bread|coffee|rice|cake|pretzels|crackers|paper_towels|ice_cream|cereal,4.5|1.8|1.6|1.1|4.5|4.8|3.1|4.9|1.5|2.8|4.5,2.44|4.34|3.42|6.96|5.81|3.02|4.36|4.65|9.65|7.89|6.2
milk|pasta|apple|cheese|rice|tea|ice_cream|cereal|onion|berries,1.9|1.9|3.6|2.4|4.5|4.0|4.8|3.8|2.9|2.4,4.55|2.75|2.95|7.15|7.03|5.98|5.87|6.49|1.17|5.31
cheese|coffee|apple|milk|bread|cereal|dinner|croissant|crackers|flour,4.7|1.1|3.8|4.2|1.2|3.9|1.6|2.4|2.2|2.6,5.62|9.69|3.05|7.89|5.08|7.3|9.88|4.42|3.47|2.18
pasta|cheese|chicken|coffee|rice|onion|vegetables|pork|potato|salt|toothpaste|carrot,1.0|4.9|2.1|3.7|4.6|4.0|2.7|4.0|1.8|3.8|3.5|1.3,5.98|3.7|11.02|4.87|4.52|3.07|3.2|11.59|2.27|2.55|9.1|1.79
cheese|rice|pasta|apple|milk|onion|vegetables|chocolate|chicken|ice_cream|turkey_slices,1.2|4.4|2.0|3.0|3.8|2.0|4.8|3.0|4.5|2.5|3.2,3.49|4.26|5.56|1.96|7.33|3.33|3.53|4.7|5.17|2.7|8.91
apple|rice|bread|milk|vegetables|soda|cake|vinegar|cream,2.3|2.5|3.4|3.6|2.5|3.8|3.3|4.6|2.4,2.48|5.19|4.25|4.23|5.57|10.8|2.96|5.72|6.13
bread|coffee|milk|cheese|pasta|apple|cream|pork|lettuce|cake|banana|cereal,3.7|2.5|4.2|1.2|2.8|3.7|3.1|4.9|1.7|4.0|2.6|2.3,5.43|7.71|6.26|2.56|6.91|2.12|3.77|7.96|1.45|5.12|1.12|6.74
apple|cheese|chicken|bread|wine|vinegar|bagel|turkey_slices|cookies,3.9|3.7|2.0|3.9|1.4|1.7|5.0|4.5|2.1,3.21|3.04|7.0|4.98|3.57|5.69|5.07|4.13|2.63
rice|milk|cheese|coffee|berries|tomato|candy|butter,1.1|4.7|2.9|4.7|1.4|4.2|3.6|4.6,3.61|4.44|2.52|10.9|3.61|3.9|2.57|6.8
chicken|cheese|milk|bread|vinegar|pizza|dessert|paper_towels|coffee,2.7|1.7|2.0|4.3|1.5|1.5|1.1|1.7|1.3,11.96|3.22|2.5|2.51|2.1|7.14|5.14|3.31|7.8
cheese|coffee|dinner|banana|tomato|cookies,4.3|1.4|3.3|3.4|3.1|1.3,3.3|4.53|9.75|3.18|3.09|1.92
bread|apple|rice|milk|ham|toothpaste|olives|toilet_paper,1.3|4.4|1.9|3.2|3.3|3.5|4.6|4.2,3.66|1.11|6.79|2.18|5.44|4.85|4.95|9.87
chicken|rice|cheese|apple|pasta|cream|paper_towels|juice|potato|butter,3.9|2.8|4.0|1.6|3.8|3.6|1.6|1.3|2.5|4.0,6.18|1.67|3.18|2.49|5.68|6.37|3.84|11.7|3.02|7.86
chicken|pasta|rice|hummus|salami|oil|candy,2.5|4.1|1.2|2.6|2.8|1.1|3.4,7.81|7.44|7.11|9.81|6.38|5.43|6.31
pasta|bread|coffee|milk|apple|cereal|orange|flour|salt|candy,4.5|1.3|3.6|3.2|1.8|1.7|2.2|4.4|4.2|2.6,7.28|5.0|4.22|7.29|2.63|4.92|1.58|7.19|2.61|4.34
rice|apple|bread|orange|crackers|dessert,3.2|2.4|2.1|2.3|4.5|1.8,6.5|3.68|5.8|3.35|6.82|9.44
rice|bread|apple|cheese|chicken|toothpaste|detergent,4.8|3.1|1.1|3.8|2.6|2.8|3.1,4.19|5.54|1.82|4.58|9.8|9.41|3.88
apple|milk|bread|lettuce|cake|tea|onion|croissant,2.4|2.2|3.1|1.4|4.1|2.0|1.3|2.8,2.63|6.24|4.7|3.11|5.51|1.8|2.62|2.03
apple|milk|bread|cheese|onion|oil|salt|lettuce|rice|salmon,4.9|4.6|1.7|2.6|4.9|2.5|4.0|4.7|4.8|4.9,3.98|5.0|1.9|3.6|1.08|3.39|6.7|1.82|5.96|7.81
rice|chicken|apple|milk|pasta|soap|ice_cream|salami|vegetables|bagel|beer,1.6|1.9|3.1|4.2|2.9|2.1|1.5|1.4|4.4|4.9|2.8,7.17|7.08|3.39|3.39|3.89|10.07|2.33|7.49|8.86|4.34|1.24
chicken|rice|cheese|milk|coffee|toilet_paper|yogurt|croissant|cookies|sugar,4.2|4.4|4.0|4.8|2.0|4.3|3.5|3.2|1.8|4.0,9.74|4.51|2.09|4.52|9.92|11.35|3.98|4.47|3.01|6.11
rice|cheese|chicken|coffee|apple|orange|bagel|ice_cream|cereal|dessert|soap,3.8|2.4|2.7|2.9|1.7|1.0|1.0|2.7|4.7|4.6|4.6,6.17|2.4|14.93|3.25|1.92|2.74|5.02|6.18|3.57|4.29|5.82
rice|coffee|cheese|toilet_paper|wine|water,1.4|4.8|4.4|1.2|2.8|2.9,7.78|2.14|6.1|8.61|8.0|4.72
pasta|coffee|bread|rice|banana|tuna|soap|cake|vegetables,4.6|2.0|3.9|4.1|4.1|4.5|4.6|1.8|1.9,2.6|6.88|3.62|3.83|2.22|9.92|11.94|2.06|4.46
apple|chicken|coffee|bread|ice_cream|wine|bagel|pasta,4.9|4.3|4.5|4.8|4.8|3.7|3.1|3.4,1.22|12.22|1.02|4.77|2.72|11.88|2.04|3.45
chicken|apple|coffee|pasta|rice|bread|oil|soda|sugar|cake|vinegar|toothpaste|water,4.8|4.3|3.7|4.7|4.4|4.1|4.9|1.7|3.0|3.9|2.9|2.2|3.7,14.71|2.49|1.05|4.55|5.14|2.04|2.46|3.66|3.67|1.93|2.06|8.85|9.48
cheese|bread|apple|hummus|butter|onion,3.9|1.6|2.7|4.6|4.4|3.2,3.29|4.07|3.99|6.76|4.46|2.21
pasta|rice|milk|coffee|cereal|oil|chocolate|hummus,2.8|4.2|2.9|4.1|3.1|3.0|3.9|4.7,6.08|4.33|6.85|7.38|2.57|4.74|6.2|8.51
cheese|pasta|chicken|tuna|muffin|dessert|tea,3.9|3.2|4.5|4.7|1.7|2.6|1.2,4.85|3.36|13.63|13.12|3.28|6.09|5.7
chicken|rice|cheese|apple|beer|candy|milk|toilet_paper|yogurt|banana|vinegar,4.0|1.2|2.7|1.7|3.4|4.9|1.2|1.5|4.0|3.7|4.6,8.45|7.69|4.23|2.33|3.66|5.06|6.29|3.3|7.96|3.26|6.83
coffee|bread|milk|cheese|muffin|juice|cereal,2.5|1.5|3.8|1.8|4.0|3.3|4.9,1.68|5.09|7.04|7.28|3.3|11.17|4.15
bread|apple|pasta|chips|tomato|onion|vinegar,1.9|1.6|4.1|4.4|1.9|3.7|1.7,4.88|1.62|1.73|6.05|3.15|3.47|6.27
milk|coffee|chicken|turkey|paper_towels|soda,2.1|1.8|4.5|1.8|1.5|3.5,7.32|6.66|10.33|8.67|8.71|11.65
chicken|apple|cheese|pasta|beef|bread|wine|rice|pizza,4.0|3.7|1.5|4.8|3.3|2.5|1.1|4.9|3.5,7.96|3.53|4.14|3.47|13.32|2.15|5.04|5.83|6.78
apple|coffee|milk|bread|muffin|flour|chicken|hummus,2.7|3.1|3.5|2.1|4.8|3.1|3.2|3.5,2.72|3.43|4.74|5.6|3.61|7.46|11.72|9.18
milk|chicken|bread|cheese|oil|flour|coffee|lettuce|tomato,1.3|3.7|1.1|2.3|2.6|2.7|4.6|3.6|2.6,6.03|5.37|4.41|3.34|3.43|4.21|2.03|1.89|2.7
bread|cheese|chicken|pasta|milk|cookies|muffin|juice|cake|tomato|oil,2.0|3.7|2.2|3.3|4.9|1.9|3.4|3.5|4.7|2.2|1.8,4.03|3.92|12.44|4.2|4.61|4.48|3.16|1.82|1.76|2.47|1.7
coffee|milk|pasta|turkey_slices|carrot|dessert|hummus,2.4|2.6|4.2|1.8|3.8|1.7|4.8,3.25|7.51|4.44|7.39|2.8|3.46|8.01
rice|cheese|milk|crackers|tea|pasta,4.0|1.8|4.4|1.6|2.2|4.7,4.41|6.61|7.32|5.14|3.17|4.55
cheese|coffee|chicken|apple|milk|flour|dinner|chocolate|beer|toilet_paper,4.8|3.8|3.6|3.6|3.2|1.1|2.4|3.0|2.0|2.1,4.61|7.32|8.0|3.74|6.76|5.98|9.78|4.7|9.45|10.94
bread|pasta|milk|chicken|apple|ice_cream|crackers|paper_towels|cereal|tea,3.4|4.7|3.2|1.9|2.8|2.0|2.1|1.2|4.3|3.0,4.29|4.77|4.37|12.47|1.17|3.44|4.56|8.14|5.35|8.4
apple|cheese|coffee|chicken|bread|rice|pork|turkey|onion|orange|olives|cookies,1.4|2.4|1.1|1.9|2.8|1.0|3.2|1.8|4.5|2.7|2.2|2.7,3.71|5.52|1.64|9.77|2.67|3.3|9.3|14.14|1.37|3.23|4.49|1.86
milk|chicken|pasta|bread|cheese|dinner|rice|hummus|crackers|onion,3.0|4.7|1.3|3.3|3.6|1.2|4.3|1.5|3.1|1.9,3.3|6.31|5.03|4.72|5.97|3.01|6.8|7.09|3.58|1.0
bread|chicken|rice|wine|toothpaste|cheese,1.7|2.2|2.4|2.9|4.9|1.4,3.19|5.55|6.36|8.19|3.82|3.77
bread|apple|rice|chicken|toothpaste|lettuce|candy|dinner,4.0|3.4|4.3|3.3|3.1|1.3|2.7|3.6,1.85|1.02|1.57|8.11|11.53|2.79|3.02|4.14
milk|pasta|coffee|cheese|beef|flour|cream|chicken|candy|cake,1.5|3.3|4.8|4.1|2.1|3.7|4.8|4.3|2.9|3.7,7.61|4.56|5.0|5.33|8.85|6.16|3.53|5.07|4.0|1.81
